Text	Complexity Score
David-Zvi Pinkas was an activist who supported which group of people?	0.14
What is the occupation of Robi Reed and Theodore Witcher?	0.09
What roles did Anders Fridén and Raimund Marasigan have in common in their respective bands?	0.19
Are Tolpis and Nigella both types of annual plants?	0.09
Were Sheila on 7 and Hurts both founded before 2000?	0.16
What opera company has its permanent home as he Staatsoper Unter den Linden and had Franz Betz as an opera singer in the 1800's?	0.33
The Pervert's Guide to Ideology explores a 1987 British-American war film that was directed and produced by who?	0.28
Where is the language spoken by The Sán Dìu typically spoken?	0.14
Who were the parents of the titan who Two ships in the royal navy are named after?	0.21
Who has a wider scope of profession, Dan Masterson or Lionel Trilling?	0.16
What company currently produces the plane designated AT-6?	0.14
The Sailing to Philadelphia Tour was performed by which British singer and record producer?	0.19
Which is longer, the Raccoon River Valley Trail or the American Discovery Trail?	0.09
Who was born in Nagasaki, Japan and wrote the novel upon which The Remains of the Day, the musical, was based?	0.28
Which is located in Liaonong province, Diaobingshan or Gaobeidian?	0.12
Does Remy Zero have more members than Skunk Anansie?	0.14
What college did Eric Kumerow's nephew, Joey Bosa, play for?	0.12
What is the cup series' name of the tournament who follows that other tournament that was founded in 1953?	0.28
Which Spokane actor writes about his Indigenous American ancestry and wrote the screenplay for a 1998 film direct by Chris Eyre?	0.28
Marysville, Kansas is know to be the birth place of what type of star?	0.16
What is the unicameral parliament partly responsible for?	0.09
Who was the writer of the musical for which Edwin Gagiano received his Best Actor Award for the role of Alf Bueller?	0.21
When was a British television drama series starring David Oakes first broadcast in the United States.?	0.26
Red Voodoo had a song that was a vehicle for the sales of items from the nightclub and restaurant located in which city?	0.26
Who starred in the film that opened the 48th annual Berlin International Film Festival?	0.19
Which writer was born second, Ramón del Valle-Inclán or Allegra Goodman?	0.19
What kind of area does Canaveral Barge Canal and Celilo Canal have in common?	0.16
Is Appleton International Airport or Lihue Airport further north?	0.12
What is the length, from its northwestern to its southeastern end, of the country represented by Liza Helder in the 2012 Miss Universe pageant?	0.26
Are both Rizhao and Linhai in China?	0.09
Who is the brother of an English comedian in Murder in Successville?	0.14
Who is Paul Reiser’s mother-in-law on the show Mad About You?	0.16
Which college has more campuses, Northwestern University or Grinnell College?	0.14
Who is younger, Bernhard Wicki or Lloyd Kaufman?	0.09
"Which member of the crime drama television series ""Fargo"" played Bilbo Baggins in Peter Jackson's ""The Hobbit""?"	0.23
What was the estimated population in 2015 of the city in which Anya Beyersdorf was born?	0.19
What is the largest university press in the world that published Oxford Companions?	0.19
"How many Grammy Awards have been won by the singer of ""Anotherloverholenyohead""?"	0.14
In what year was Casa Valentina's author inducted into the American Theater Hall of Fame?	0.14
What school did the British sports businessman, who attempted to ban the British athlete who has the fourth fastest time by a British sprinter, go to?	0.4
How many cadets nationwide are enrolled in the Army Reserve Officers' Training Corps, which one brigade is based out of Great Lakes Naval Training Center in Illinois?	0.28
The Uncluded was a folk rap group formed by which half of The Moldy Peaches?	0.19
Geoffrey Oryema was smuggled across the Ugandan border in the trunk of a car during the reign of a political leader who was president of Uganda between which years?	0.28
Which is the taller mountain, Dhaulagiri I, or Sia Kangri?	0.12
In which city is Rait Castle, home of Andrew de Rait, situated?	0.12
California Tortilla was voted as having the best burritos in both 2009 and 2010 by a magazine founded in what year?	0.23
Which is a band from Texas, Gnarls Barkley or Residual Kid?	0.12
Around which famous playwright does this theory, written by American Congregational and Unitarian minister, revolve?	0.28
Andrew Form produced which 2013 dystopian horror film?	0.12
Who recognized the first woman to fly what is now Boeing AV-8B Harrier II in combat's transition from the military to civilian workforce as an example for others to follow?	0.4
What is the name of a 2006 animation produced by the company that distributed a 2017 animated film written by Jim Krieg?	0.26
Who Done It? was one of how many short-subject films starring The Three Stooges?	0.26
Who took the oath of allegiance and was considered to be the Old Pretender?	0.14
When does the 2nd attraction based at Hong Kong Disneyland opened?	0.16
Which famous musician also became an actor, Eddie Vedder or Peter Noone?	0.14
Are The Haunted World of El Superbeasto and The Super Snail Adventure both children's films?	0.14
The Daughters of Divine love was founded during a time when war was fought between what two factions?	0.21
"Which American actor starred in both ""The North Star"" and ""The Best Years of Our Lives""?"	0.19
How many times longer than an Association football pitch is the stadium in Prague at which the Spartakiads took place?	0.28
What category of Shakespearean plays included subjects like the King of England (from 1483-1485)?	0.21
The serial drama Bikhra Mera Naseeb, written by Saima Youmkus, made it's debut on what Pakastani television channel, which is owned by Geo Television Network?	0.28
Are Shuanghe and Yushu City, Qinghai both county-level cities?	0.16
About which famous battle did the author of the book Sea Lord write a nonfiction book?	0.21
Who has a wider scope of profession, Barbra Streisand or Alexander Mackendrick?	0.16
Both the Pyrenean Mastiff and the Braque d'Auvergne are what?	0.09
Where is the university located which inspired Nicole Daedon?	0.14
Between Donatos Pizza and Shakey's Pizza, which of the two restaurants has more locations across the United States?	0.23
"What actor starred in both ""Ghostbusters II"" and ""Honey, I Shrunk the Kids""?"	0.16
Who edited the 1990 American romantic comedy film directed by Garry Marshall?	0.19
The Gay Nigger Association of America trolled the politician who most recently served in what position?	0.21
What was the profession of the person who was compared to the stage and motion picture actor, vaudeville performer, American cowboy, humorist, newspaper columnist, and social commentator born in 1879?	0.4
Tom Hardy has appeared in three Christopher Nolan films, what actor has as well?	0.16
Both David Parks and Troy Aikman are former American football players, who played for the Dallas cowboys?	0.23
What is one difference in the mini version of Punto Banco baccarat?	0.12
What type of magazine is the magazine published by David J. Pecker that was founded in 1974?	0.19
Victoria's Empire is a three-part British travel series by a Comedian and actress whose humour was grounded in everyday life and included references to quintessentially what activities?	0.4
What is the format name that Viscosity can work with that was developed by Steve Wilhite?	0.21
Which anime won the Japan Academy Prize for Animation of the year in 2010, was produced by Studio Ghibli, and was directed by Hiromasa Yonebayashi?	0.21
"Who is the female R & B icon that Billie Woodruff directed in the music video ""Un-Break My Heart""?"	0.33
Where is the executive producer of the Home soundtrack from?	0.14
